Month,Year,Country,HS,Commodity,Customs Value (Gen) ($US),
December,2024,Vietnam,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"3,242,137,831",
December,2024,Vietnam,87,"Vehicles, Except Railway Or Tramway, And Parts Etc","85,719,453",
December,2024,Vietnam,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","1,228,453,306",
December,2024,Vietnam,95,"Toys, Games & Sport Equipment; Parts & Accessories","232,527,553",
December,2024,Yemen,39,Plastics And Articles Thereof,810,
December,2024,Yemen,63,Textile Art Nesoi; Needlecraft Sets; Worn Text Art,"1,150",
December,2024,Yemen,73,Articles Of Iron Or Steel,"6,160",
December,2024,Yemen,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","30,324",
December,2024,Zambia,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","10,958",
December,2024,Zambia,87,"Vehicles, Except Railway Or Tramway, And Parts Etc","5,116",
December,2024,Zambia,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","2,895",
December,2024,Zimbabwe,61,"Apparel Articles And Accessories, Knit Or Crochet","1,250",
December,2024,Zimbabwe,64,"Footwear, Gaiters Etc. And Parts Thereof","23,015",
December,2024,Zimbabwe,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","5,475",
January,2025,Afghanistan,39,Plastics And Articles Thereof,"41,978",
January,2025,Afghanistan,63,Textile Art Nesoi; Needlecraft Sets; Worn Text Art,"3,388",
January,2025,Afghanistan,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","7,423",
January,2025,Afghanistan,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","1,546",
January,2025,Albania,33,"Essential Oils Etc; Perfumery, Cosmetic Etc Preps","59,174",
January,2025,Albania,48,Paper & Paperboard & Articles (inc Papr Pulp Artl),"243,694",
January,2025,Albania,49,"Printed Books, Newspapers Etc; Manuscripts Etc","5,081",
January,2025,Albania,61,"Apparel Articles And Accessories, Knit Or Crochet","331,156",
January,2025,Albania,63,Textile Art Nesoi; Needlecraft Sets; Worn Text Art,"5,321",
January,2025,Albania,64,"Footwear, Gaiters Etc. And Parts Thereof","223,261",
January,2025,Albania,76,Aluminum And Articles Thereof,"166,982",
January,2025,Albania,83,Miscellaneous Articles Of Base Metal,"4,479",
January,2025,Albania,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","24,563",
January,2025,Albania,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"14,779",
January,2025,Albania,87,"Vehicles, Except Railway Or Tramway, And Parts Etc","11,629",
January,2025,Albania,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","407,490",
January,2025,Algeria,34,"Soap Etc; Waxes, Polish Etc; Candles; Dental Preps","10,337",
January,2025,Algeria,39,Plastics And Articles Thereof,"1,449",
January,2025,Algeria,48,Paper & Paperboard & Articles (inc Papr Pulp Artl),"3,118",
January,2025,Algeria,63,Textile Art Nesoi; Needlecraft Sets; Worn Text Art,285,
January,2025,Algeria,70,Glass And Glassware,"64,907",
January,2025,Algeria,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"108,069",
January,2025,Andorra,49,"Printed Books, Newspapers Etc; Manuscripts Etc","41,192",
January,2025,Andorra,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"139,174",
January,2025,Andorra,95,"Toys, Games & Sport Equipment; Parts & Accessories","48,743",
January,2025,Angola,73,Articles Of Iron Or Steel,"162,749",
January,2025,Anguilla,70,Glass And Glassware,"9,000",
January,2025,Anguilla,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"14,115",
January,2025,Antigua and Barbuda,39,Plastics And Articles Thereof,"4,000",
January,2025,Antigua and Barbuda,76,Aluminum And Articles Thereof,"8,310",
January,2025,Antigua and Barbuda,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","7,823",
January,2025,Antigua and Barbuda,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"11,441",
January,2025,Antigua and Barbuda,87,"Vehicles, Except Railway Or Tramway, And Parts Etc","3,000",
January,2025,Argentina,33,"Essential Oils Etc; Perfumery, Cosmetic Etc Preps","4,881,472",
January,2025,Argentina,34,"Soap Etc; Waxes, Polish Etc; Candles; Dental Preps","28,068",
January,2025,Argentina,39,Plastics And Articles Thereof,"292,833",
January,2025,Argentina,48,Paper & Paperboard & Articles (inc Papr Pulp Artl),"929,668",
January,2025,Argentina,49,"Printed Books, Newspapers Etc; Manuscripts Etc","5,995",
January,2025,Argentina,61,"Apparel Articles And Accessories, Knit Or Crochet",662,
January,2025,Argentina,63,Textile Art Nesoi; Needlecraft Sets; Worn Text Art,"19,282",
January,2025,Argentina,64,"Footwear, Gaiters Etc. And Parts Thereof","19,694",
January,2025,Argentina,70,Glass And Glassware,"225,556",
January,2025,Argentina,73,Articles Of Iron Or Steel,"740,054",
January,2025,Argentina,76,Aluminum And Articles Thereof,"36,294,465",
January,2025,Argentina,82,"Tools, Cutlery Etc. Of Base Metal & Parts Thereof","90,408",
January,2025,Argentina,83,Miscellaneous Articles Of Base Metal,"65,378",
January,2025,Argentina,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","11,268,930",
January,2025,Argentina,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"2,304,801",
January,2025,Argentina,87,"Vehicles, Except Railway Or Tramway, And Parts Etc","535,537",
January,2025,Argentina,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","397,297",
January,2025,Argentina,95,"Toys, Games & Sport Equipment; Parts & Accessories","182,793",
January,2025,Armenia,39,Plastics And Articles Thereof,"3,235",
January,2025,Armenia,48,Paper & Paperboard & Articles (inc Papr Pulp Artl),"11,524",
January,2025,Armenia,49,"Printed Books, Newspapers Etc; Manuscripts Etc","3,100",
January,2025,Armenia,61,"Apparel Articles And Accessories, Knit Or Crochet","6,550",
January,2025,Armenia,82,"Tools, Cutlery Etc. Of Base Metal & Parts Thereof","2,089",
January,2025,Armenia,83,Miscellaneous Articles Of Base Metal,"34,138",
January,2025,Armenia,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","152,071",
January,2025,Armenia,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"4,160",
January,2025,Armenia,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","3,900",
January,2025,Aruba,33,"Essential Oils Etc; Perfumery, Cosmetic Etc Preps","23,819",
January,2025,Australia,33,"Essential Oils Etc; Perfumery, Cosmetic Etc Preps","8,115,268",
January,2025,Australia,34,"Soap Etc; Waxes, Polish Etc; Candles; Dental Preps","1,516,376",
January,2025,Australia,39,Plastics And Articles Thereof,"9,600,100",
January,2025,Australia,48,Paper & Paperboard & Articles (inc Papr Pulp Artl),"5,167,834",
January,2025,Australia,49,"Printed Books, Newspapers Etc; Manuscripts Etc","1,018,901",
January,2025,Australia,61,"Apparel Articles And Accessories, Knit Or Crochet","223,625",
January,2025,Australia,63,Textile Art Nesoi; Needlecraft Sets; Worn Text Art,"441,231",
January,2025,Australia,64,"Footwear, Gaiters Etc. And Parts Thereof","1,108,553",
January,2025,Australia,70,Glass And Glassware,"3,141,186",
January,2025,Australia,73,Articles Of Iron Or Steel,"4,958,196",
January,2025,Australia,76,Aluminum And Articles Thereof,"22,302,750",
January,2025,Australia,82,"Tools, Cutlery Etc. Of Base Metal & Parts Thereof","943,191",
January,2025,Australia,83,Miscellaneous Articles Of Base Metal,"2,129,051",
January,2025,Australia,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","49,683,522",
January,2025,Australia,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"35,175,892",
January,2025,Australia,87,"Vehicles, Except Railway Or Tramway, And Parts Etc","9,188,641",
January,2025,Australia,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","3,278,145",
January,2025,Australia,95,"Toys, Games & Sport Equipment; Parts & Accessories","2,577,641",
January,2025,Austria,33,"Essential Oils Etc; Perfumery, Cosmetic Etc Preps","949,678",
January,2025,Austria,34,"Soap Etc; Waxes, Polish Etc; Candles; Dental Preps","672,631",
January,2025,Austria,39,Plastics And Articles Thereof,"28,544,603",
January,2025,Austria,48,Paper & Paperboard & Articles (inc Papr Pulp Artl),"8,058,246",
January,2025,Austria,49,"Printed Books, Newspapers Etc; Manuscripts Etc","483,318",
January,2025,Austria,61,"Apparel Articles And Accessories, Knit Or Crochet","378,031",
January,2025,Austria,63,Textile Art Nesoi; Needlecraft Sets; Worn Text Art,"1,574,139",
January,2025,Austria,64,"Footwear, Gaiters Etc. And Parts Thereof","562,201",
January,2025,Austria,70,Glass And Glassware,"1,897,111",
January,2025,Austria,73,Articles Of Iron Or Steel,"43,544,813",
January,2025,Austria,76,Aluminum And Articles Thereof,"13,637,139",
January,2025,Austria,82,"Tools, Cutlery Etc. Of Base Metal & Parts Thereof","10,187,914",
January,2025,Austria,83,Miscellaneous Articles Of Base Metal,"13,067,939",
January,2025,Austria,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","267,563,272",
January,2025,Austria,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"129,407,042",
January,2025,Austria,87,"Vehicles, Except Railway Or Tramway, And Parts Etc","104,529,941",
January,2025,Austria,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","4,242,905",
January,2025,Austria,95,"Toys, Games & Sport Equipment; Parts & Accessories","3,400,421",
January,2025,Azerbaijan,49,"Printed Books, Newspapers Etc; Manuscripts Etc","3,456",
January,2025,Azerbaijan,73,Articles Of Iron Or Steel,"21,894",
January,2025,Azerbaijan,76,Aluminum And Articles Thereof,"6,628,823",
January,2025,Azerbaijan,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"4,400",
January,2025,Azerbaijan,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","51,325",
January,2025,Bahamas,39,Plastics And Articles Thereof,"4,348,107",
January,2025,Bahamas,63,Textile Art Nesoi; Needlecraft Sets; Worn Text Art,"1,678",
January,2025,Bahamas,76,Aluminum And Articles Thereof,"54,741",
January,2025,Bahamas,82,"Tools, Cutlery Etc. Of Base Metal & Parts Thereof","9,000",
January,2025,Bahamas,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","89,215",
January,2025,Bahamas,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"88,437",
January,2025,Bahamas,87,"Vehicles, Except Railway Or Tramway, And Parts Etc","31,651",
January,2025,Bahamas,95,"Toys, Games & Sport Equipment; Parts & Accessories","1,150,496",
January,2025,Bahrain,33,"Essential Oils Etc; Perfumery, Cosmetic Etc Preps","76,976",
January,2025,Bahrain,39,Plastics And Articles Thereof,"5,875,074",
January,2025,Bahrain,48,Paper & Paperboard & Articles (inc Papr Pulp Artl),"265,527",
January,2025,Bahrain,63,Textile Art Nesoi; Needlecraft Sets; Worn Text Art,"4,505,523",
January,2025,Bahrain,70,Glass And Glassware,"2,446,056",
January,2025,Bahrain,76,Aluminum And Articles Thereof,"70,289,392",
January,2025,Bahrain,83,Miscellaneous Articles Of Base Metal,"57,000",
January,2025,Bahrain,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","46,910",
January,2025,Bahrain,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"29,961",
January,2025,Bahrain,87,"Vehicles, Except Railway Or Tramway, And Parts Etc","6,632",
January,2025,Bahrain,95,"Toys, Games & Sport Equipment; Parts & Accessories","14,183",
January,2025,Bangladesh,33,"Essential Oils Etc; Perfumery, Cosmetic Etc Preps","106,774",
January,2025,Bangladesh,34,"Soap Etc; Waxes, Polish Etc; Candles; Dental Preps","9,504",
January,2025,Bangladesh,39,Plastics And Articles Thereof,"1,986,250",
January,2025,Bangladesh,48,Paper & Paperboard & Articles (inc Papr Pulp Artl),"543,570",
January,2025,Bangladesh,49,"Printed Books, Newspapers Etc; Manuscripts Etc","969,804",
January,2025,Bangladesh,61,"Apparel Articles And Accessories, Knit Or Crochet","244,686,816",
January,2025,Bangladesh,63,Textile Art Nesoi; Needlecraft Sets; Worn Text Art,"19,259,455",
January,2025,Bangladesh,64,"Footwear, Gaiters Etc. And Parts Thereof","25,712,896",
January,2025,Bangladesh,70,Glass And Glassware,"134,318",
January,2025,Bangladesh,73,Articles Of Iron Or Steel,"218,814",
January,2025,Bangladesh,76,Aluminum And Articles Thereof,"19,355",
January,2025,Bangladesh,82,"Tools, Cutlery Etc. Of Base Metal & Parts Thereof","10,242",
January,2025,Bangladesh,83,Miscellaneous Articles Of Base Metal,"166,742",
January,2025,Bangladesh,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","734,202",
January,2025,Bangladesh,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"1,743,419",
January,2025,Bangladesh,87,"Vehicles, Except Railway Or Tramway, And Parts Etc","608,742",
January,2025,Bangladesh,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","1,118,582",
January,2025,Bangladesh,95,"Toys, Games & Sport Equipment; Parts & Accessories","1,197,892",
January,2025,Barbados,63,Textile Art Nesoi; Needlecraft Sets; Worn Text Art,"18,845",
January,2025,Barbados,76,Aluminum And Articles Thereof,"49,171",
January,2025,Barbados,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","19,086",
January,2025,Barbados,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"4,550",
January,2025,Belarus,34,"Soap Etc; Waxes, Polish Etc; Candles; Dental Preps","27,520",
January,2025,Belarus,49,"Printed Books, Newspapers Etc; Manuscripts Etc","46,300",
January,2025,Belarus,61,"Apparel Articles And Accessories, Knit Or Crochet","82,830",
January,2025,Belarus,70,Glass And Glassware,"2,795",
January,2025,Belarus,82,"Tools, Cutlery Etc. Of Base Metal & Parts Thereof","85,389",
January,2025,Belarus,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","8,271",
January,2025,Belarus,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"25,391",
January,2025,Belarus,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","2,500",
January,2025,Belgium,33,"Essential Oils Etc; Perfumery, Cosmetic Etc Preps","7,633,592",
January,2025,Belgium,34,"Soap Etc; Waxes, Polish Etc; Candles; Dental Preps","3,144,522",
January,2025,Belgium,39,Plastics And Articles Thereof,"28,443,867",
January,2025,Belgium,48,Paper & Paperboard & Articles (inc Papr Pulp Artl),"5,739,616",
January,2025,Belgium,49,"Printed Books, Newspapers Etc; Manuscripts Etc","1,252,342",
January,2025,Belgium,61,"Apparel Articles And Accessories, Knit Or Crochet","113,579",
January,2025,Belgium,63,Textile Art Nesoi; Needlecraft Sets; Worn Text Art,"708,945",
January,2025,Belgium,64,"Footwear, Gaiters Etc. And Parts Thereof","397,402",
January,2025,Belgium,70,Glass And Glassware,"5,593,627",
January,2025,Belgium,73,Articles Of Iron Or Steel,"12,005,103",
January,2025,Belgium,76,Aluminum And Articles Thereof,"15,629,366",
January,2025,Belgium,82,"Tools, Cutlery Etc. Of Base Metal & Parts Thereof","1,577,351",
January,2025,Belgium,83,Miscellaneous Articles Of Base Metal,"1,499,546",
January,2025,Belgium,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","104,590,002",
January,2025,Belgium,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"49,360,931",
January,2025,Belgium,87,"Vehicles, Except Railway Or Tramway, And Parts Etc","56,424,122",
January,2025,Belgium,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","5,368,092",
January,2025,Belgium,95,"Toys, Games & Sport Equipment; Parts & Accessories","2,693,289",
January,2025,Belize,48,Paper & Paperboard & Articles (inc Papr Pulp Artl),"6,394",
January,2025,Belize,76,Aluminum And Articles Thereof,"4,000",
January,2025,Belize,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","83,140",
January,2025,Belize,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"62,764",
January,2025,Belize,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","2,234",
January,2025,Benin,61,"Apparel Articles And Accessories, Knit Or Crochet","140,710",
January,2025,Benin,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","28,561",
January,2025,Bermuda,33,"Essential Oils Etc; Perfumery, Cosmetic Etc Preps","29,649",
January,2025,Bermuda,34,"Soap Etc; Waxes, Polish Etc; Candles; Dental Preps","2,700",
January,2025,Bermuda,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"36,312",
January,2025,Bolivia,61,"Apparel Articles And Accessories, Knit Or Crochet","6,030",
January,2025,Bolivia,76,Aluminum And Articles Thereof,"70,403",
January,2025,Bolivia,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"1,472,133",
January,2025,Bolivia,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","489,652",
January,2025,Bosnia and Herzegovina,33,"Essential Oils Etc; Perfumery, Cosmetic Etc Preps","91,598",
January,2025,Bosnia and Herzegovina,39,Plastics And Articles Thereof,"89,788",
January,2025,Bosnia and Herzegovina,49,"Printed Books, Newspapers Etc; Manuscripts Etc","88,357",
January,2025,Bosnia and Herzegovina,61,"Apparel Articles And Accessories, Knit Or Crochet","187,258",
January,2025,Bosnia and Herzegovina,64,"Footwear, Gaiters Etc. And Parts Thereof","529,119",
January,2025,Bosnia and Herzegovina,70,Glass And Glassware,"35,990",
January,2025,Bosnia and Herzegovina,73,Articles Of Iron Or Steel,"450,789",
January,2025,Bosnia and Herzegovina,76,Aluminum And Articles Thereof,"430,797",
January,2025,Bosnia and Herzegovina,82,"Tools, Cutlery Etc. Of Base Metal & Parts Thereof","185,656",
January,2025,Bosnia and Herzegovina,83,Miscellaneous Articles Of Base Metal,"366,344",
January,2025,Bosnia and Herzegovina,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","1,209,917",
January,2025,Bosnia and Herzegovina,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"1,027,560",
January,2025,Bosnia and Herzegovina,87,"Vehicles, Except Railway Or Tramway, And Parts Etc","179,868",
January,2025,Bosnia and Herzegovina,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","735,823",
January,2025,Bosnia and Herzegovina,95,"Toys, Games & Sport Equipment; Parts & Accessories","362,764",
January,2025,Botswana,70,Glass And Glassware,"9,792",
January,2025,Botswana,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","5,036",
January,2025,Botswana,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"2,443",
January,2025,Botswana,87,"Vehicles, Except Railway Or Tramway, And Parts Etc","11,685",
January,2025,Botswana,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","71,682",
January,2025,Brazil,33,"Essential Oils Etc; Perfumery, Cosmetic Etc Preps","57,471,300",
January,2025,Brazil,34,"Soap Etc; Waxes, Polish Etc; Candles; Dental Preps","1,761,158",
January,2025,Brazil,39,Plastics And Articles Thereof,"21,894,508",
January,2025,Brazil,48,Paper & Paperboard & Articles (inc Papr Pulp Artl),"32,385,475",
January,2025,Brazil,49,"Printed Books, Newspapers Etc; Manuscripts Etc","1,183,928",
January,2025,Brazil,61,"Apparel Articles And Accessories, Knit Or Crochet","585,706",
January,2025,Brazil,63,Textile Art Nesoi; Needlecraft Sets; Worn Text Art,"73,921",
January,2025,Brazil,64,"Footwear, Gaiters Etc. And Parts Thereof","15,410,598",
January,2025,Brazil,70,Glass And Glassware,"2,981,320",
January,2025,Brazil,73,Articles Of Iron Or Steel,"37,875,014",
January,2025,Brazil,76,Aluminum And Articles Thereof,"7,059,313",
January,2025,Brazil,82,"Tools, Cutlery Etc. Of Base Metal & Parts Thereof","7,351,406",
January,2025,Brazil,83,Miscellaneous Articles Of Base Metal,"1,266,175",
January,2025,Brazil,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","246,683,354",
January,2025,Brazil,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"182,415,859",
January,2025,Brazil,87,"Vehicles, Except Railway Or Tramway, And Parts Etc","68,090,456",
January,2025,Brazil,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","23,003,484",
January,2025,Brazil,95,"Toys, Games & Sport Equipment; Parts & Accessories","1,071,225",
January,2025,British Virgin Islands,83,Miscellaneous Articles Of Base Metal,"5,000",
January,2025,British Virgin Islands,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","4,728",
January,2025,Brunei,39,Plastics And Articles Thereof,"6,750",
January,2025,Brunei,48,Paper & Paperboard & Articles (inc Papr Pulp Artl),"8,958",
January,2025,Brunei,61,"Apparel Articles And Accessories, Knit Or Crochet","351,552",
January,2025,Brunei,76,Aluminum And Articles Thereof,"386,137",
January,2025,Brunei,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"11,744",
January,2025,Brunei,87,"Vehicles, Except Railway Or Tramway, And Parts Etc","2,659",
January,2025,Bulgaria,33,"Essential Oils Etc; Perfumery, Cosmetic Etc Preps","1,873,439",
January,2025,Bulgaria,34,"Soap Etc; Waxes, Polish Etc; Candles; Dental Preps","469,238",
January,2025,Bulgaria,39,Plastics And Articles Thereof,"1,937,520",
January,2025,Bulgaria,48,Paper & Paperboard & Articles (inc Papr Pulp Artl),"189,418",
January,2025,Bulgaria,49,"Printed Books, Newspapers Etc; Manuscripts Etc","101,482",
January,2025,Bulgaria,61,"Apparel Articles And Accessories, Knit Or Crochet","1,651,904",
January,2025,Bulgaria,63,Textile Art Nesoi; Needlecraft Sets; Worn Text Art,"71,583",
January,2025,Bulgaria,64,"Footwear, Gaiters Etc. And Parts Thereof","14,031",
January,2025,Bulgaria,70,Glass And Glassware,"941,935",
January,2025,Bulgaria,73,Articles Of Iron Or Steel,"661,259",
January,2025,Bulgaria,76,Aluminum And Articles Thereof,"2,216,923",
January,2025,Bulgaria,82,"Tools, Cutlery Etc. Of Base Metal & Parts Thereof","297,859",
January,2025,Bulgaria,83,Miscellaneous Articles Of Base Metal,"1,421,415",
January,2025,Bulgaria,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","13,671,882",
January,2025,Bulgaria,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"13,932,383",
January,2025,Bulgaria,87,"Vehicles, Except Railway Or Tramway, And Parts Etc","1,154,228",
January,2025,Bulgaria,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","1,356,087",
January,2025,Bulgaria,95,"Toys, Games & Sport Equipment; Parts & Accessories","1,449,872",
January,2025,Burkina Faso,39,Plastics And Articles Thereof,"4,639",
January,2025,Burkina Faso,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","1,179",
January,2025,Burma,39,Plastics And Articles Thereof,"2,050,689",
January,2025,Burma,48,Paper & Paperboard & Articles (inc Papr Pulp Artl),"19,996",
January,2025,Burma,61,"Apparel Articles And Accessories, Knit Or Crochet","5,559,497",
January,2025,Burma,63,Textile Art Nesoi; Needlecraft Sets; Worn Text Art,"1,286,466",
January,2025,Burma,64,"Footwear, Gaiters Etc. And Parts Thereof","2,347,561",
January,2025,Burma,70,Glass And Glassware,"3,094",
January,2025,Burma,73,Articles Of Iron Or Steel,"37,680",
January,2025,Burma,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","81,670",
January,2025,Burma,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"2,467,304",
January,2025,Burma,87,"Vehicles, Except Railway Or Tramway, And Parts Etc","151,458",
January,2025,Burma,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","350,402",
January,2025,Burma,95,"Toys, Games & Sport Equipment; Parts & Accessories","238,768",
January,2025,Burundi,61,"Apparel Articles And Accessories, Knit Or Crochet","5,550",
January,2025,Cabo Verde,39,Plastics And Articles Thereof,"50,012",
January,2025,Cabo Verde,61,"Apparel Articles And Accessories, Knit Or Crochet",815,
January,2025,Cabo Verde,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","45,322",
January,2025,Cabo Verde,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"2,310",
January,2025,Cambodia,33,"Essential Oils Etc; Perfumery, Cosmetic Etc Preps","607,852",
January,2025,Cambodia,34,"Soap Etc; Waxes, Polish Etc; Candles; Dental Preps","513,972",
January,2025,Cambodia,39,Plastics And Articles Thereof,"41,107,956",
January,2025,Cambodia,48,Paper & Paperboard & Articles (inc Papr Pulp Artl),"12,230,467",
January,2025,Cambodia,61,"Apparel Articles And Accessories, Knit Or Crochet","220,245,635",
January,2025,Cambodia,63,Textile Art Nesoi; Needlecraft Sets; Worn Text Art,"16,304,874",
January,2025,Cambodia,64,"Footwear, Gaiters Etc. And Parts Thereof","103,115,916",
January,2025,Cambodia,70,Glass And Glassware,"73,611",
January,2025,Cambodia,73,Articles Of Iron Or Steel,"7,335,238",
January,2025,Cambodia,76,Aluminum And Articles Thereof,"3,531,529",
January,2025,Cambodia,82,"Tools, Cutlery Etc. Of Base Metal & Parts Thereof","3,235,833",
January,2025,Cambodia,83,Miscellaneous Articles Of Base Metal,"4,218,717",
January,2025,Cambodia,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","5,084,805",
January,2025,Cambodia,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"47,106,009",
January,2025,Cambodia,87,"Vehicles, Except Railway Or Tramway, And Parts Etc","22,494,425",
January,2025,Cambodia,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","98,863,778",
January,2025,Cambodia,95,"Toys, Games & Sport Equipment; Parts & Accessories","9,892,838",
January,2025,Cameroon,39,Plastics And Articles Thereof,"39,866",
January,2025,Cameroon,61,"Apparel Articles And Accessories, Knit Or Crochet","7,003",
January,2025,Cameroon,64,"Footwear, Gaiters Etc. And Parts Thereof","7,315",
January,2025,Cameroon,73,Articles Of Iron Or Steel,"6,480",
January,2025,Cameroon,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","30,000",
January,2025,Cameroon,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"128,154",
January,2025,Cameroon,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab",800,
January,2025,Cameroon,95,"Toys, Games & Sport Equipment; Parts & Accessories","45,113",
January,2025,Canada,33,"Essential Oils Etc; Perfumery, Cosmetic Etc Preps","171,542,159",
January,2025,Canada,34,"Soap Etc; Waxes, Polish Etc; Candles; Dental Preps","104,145,605",
January,2025,Canada,39,Plastics And Articles Thereof,"1,153,819,440",
January,2025,Canada,48,Paper & Paperboard & Articles (inc Papr Pulp Artl),"612,618,796",
January,2025,Canada,49,"Printed Books, Newspapers Etc; Manuscripts Etc","46,337,575",
January,2025,Canada,61,"Apparel Articles And Accessories, Knit Or Crochet","10,485,350",
January,2025,Canada,63,Textile Art Nesoi; Needlecraft Sets; Worn Text Art,"10,655,587",
January,2025,Canada,64,"Footwear, Gaiters Etc. And Parts Thereof","3,203,782",
January,2025,Canada,70,Glass And Glassware,"46,413,800",
January,2025,Canada,73,Articles Of Iron Or Steel,"468,097,925",
January,2025,Canada,76,Aluminum And Articles Thereof,"1,062,521,654",
January,2025,Canada,82,"Tools, Cutlery Etc. Of Base Metal & Parts Thereof","40,769,124",
January,2025,Canada,83,Miscellaneous Articles Of Base Metal,"112,622,690",
January,2025,Canada,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","2,622,297,335",
January,2025,Canada,85,Electric Machinery Etc; Sound Equip; Tv Equip; Pts,"994,565,115",
January,2025,Canada,87,"Vehicles, Except Railway Or Tramway, And Parts Etc","4,160,215,033",
January,2025,Canada,94,"Furnit;bedding,mattres;luminaires,light Fix;prefab","405,703,169",
January,2025,Canada,95,"Toys, Games & Sport Equipment; Parts & Accessories","42,857,811",
January,2025,Cayman Islands,76,Aluminum And Articles Thereof,"30,305",
January,2025,Cayman Islands,84,"Nuclear Reactors, Boilers, Machinery Etc.; Parts","2,422",
